classname;" ""numberOfBugs""";" ""CvsEntropy"" ";" ""CvsWEntropy"" ";" ""CvsLinEntropy"" ";" ""CvsLogEntropy"" ";" ""CvsExpEntropy"""
org::eclipse::pde::internal::core::util::PatternConstructor;0;483.769; 0.00608071 ; 0.0132199 ; 0.129769 ; 0.0310415
org::eclipse::pde::internal::ui::editor::plugin::ManifestHyperlinkDetector;0;685.931; 0.0551981 ; 0.0233313 ; 0.200392 ; 0.0496622
org::eclipse::pde::internal::ui::views::plugins::PluginsView;1;122.608; 0.163597 ; 0.0402415 ; 0.355605 ; 0.076696
org::eclipse::pde::internal::ui::tests::macro::ModifyCommand;0;601.575; 0.00750328 ; 0.0177997 ; 0.167057 ; 0.0373325
org::eclipse::pde::internal::ui::nls::GetNonExternalizedStringsAction;0;720.141; 0.0251372 ; 0.020533 ; 0.197819 ; 0.04215
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsWizard;0;738.898; 0.0110074 ; 0.0272732 ; 0.219524 ; 0.0697153
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSEditor;0;748.725; 0.0180878 ; 0.0263439 ; 0.221986 ; 0.0542926
org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceTemplate;0;156.044; 0.00681741 ; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::editor::toc::TocInputContext;0;433.338; 0.036912 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizard;0;772.196; 0.00403033 ; 0.0177746 ; 0.198359 ; 0.0343746
org::eclipse::pde::internal::core::text::DocumentElementNode;3;683.452; 0.0309707 ; 0.0344104 ; 0.227843 ; 0.103915
org::eclipse::pde::internal::ui::templates::rcp::HelloRCPNewWizard;0;156.044;6.65E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::core::ClasspathHelper;0;210.803; 0.186623 ; 0.0628759 ; 0.582136 ; 0.139766
org::eclipse::pde::ui::launcher::EclipseApplicationLaunchConfiguration;0;236.268; 0.274109 ; 0.0760751 ; 0.665848 ; 0.164834
org::eclipse::pde::internal::ui::parts::SharedPartWithButtons;0;135.695; 0.0339432 ; 0.0346818 ; 0.362785 ; 0.0583595
org::eclipse::pde::internal::ui::editor::text::AnnotationModelFactory;0;584.059; 0.00131365 ; 0.0160157 ; 0.15795 ; 0.0344306
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentOperation;0;15.769; 0.0228038 ; 0.0326852 ; 0.398003 ; 0.0440925
org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizard;0;176.682;7.23E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::ui::internal::views::log::LogViewLabelProvider;0;662.605; 0.0664936 ; 0.0595443 ; 0.273093 ; 0.16223
org::eclipse::pde::core::plugin::ModelEntry;0;640.904; 0.0218543 ; 0.0262141 ; 0.197824 ; 0.0674566
org::eclipse::pde::internal::ui::search::dialogs::PluginArtifactSearchHandler;1;279.724; 0.0081651 ; 0.0167473 ; 0.0993054 ; 0.0581063
org::eclipse::pde::internal::core::TargetWeaver;0;257.507; 0.14763 ; 0.0473877 ; 0.154779 ; 0.145018
org::eclipse::pde::internal::ui::parts::PDESourceViewer;0;176.682; 0.00182075 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointDetails;2;208.861; 0.0775691 ; 0.0568496 ; 0.558893 ; 0.114071
org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdNewWizard;0;156.044;6.65E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::editor::plugin::LoopDialog;0;129.005; 0.0502216 ; 0.0630367 ; 0.400366 ; 0.180073
org::eclipse::pde::internal::ui::editor::plugin::MissingResourcePage;0;28.819; 0.0032556 ; 0.0118826 ; 0.0886869 ; 0.0341681
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveSubStepAction;0;388.096; 0.0193376 ; 0.0141637 ; 0.115222 ; 0.0352223
org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizardPage;2;251.599; 0.369512 ; 0.0475058 ; 0.623979 ; 0.0465193
org::eclipse::pde::internal::ui::editor::site::CategoryDetailsSection;0;117.472; 0.0265659 ; 0.0271614 ; 0.304492 ; 0.0432682
org::eclipse::pde::internal::ui::wizards::imports::FeatureImportOperation;0;176.967; 0.0449949 ; 0.038232 ; 0.452861 ; 0.04899
org::eclipse::pde::internal::ui::editor::schema::DocSection;0;176.161; 0.0633596 ; 0.0497929 ; 0.478782 ; 0.103828
org::eclipse::pde::internal::ui::editor::OpenManifestAction;0;103.507; 0.0159993 ; 0.0309332 ; 0.291224 ; 0.0552006
org::eclipse::pde::internal::core::plugin::IdentifiablePluginObject;0;120.774; 0.0309584 ; 0.0328115 ; 0.329447 ; 0.0550302
org::eclipse::pde::internal::ui::editor::feature::URLSection;0;552.957; 0.0660646 ; 0.014162 ; 0.144814 ; 0.0339688
org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesOperation;1;10.135; 0.0414506 ; 0.0276096 ; 0.277599 ; 0.0436375
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSRemoveStepAction;0;318.172; 0.0114499 ; 0.0128443 ; 0.0976115 ; 0.0348366
org::eclipse::pde::internal::ui::search::dependencies::CalculateUsesOperation;0;480.854; 0.00427487 ; 0.0177362 ; 0.144244 ; 0.0403242
org::eclipse::pde::internal::ui::launcher::OSGiMigrationDelegate;0;322.666; 0.00917235 ; 0.0142055 ; 0.1026 ; 0.0385521
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpCommandDetails;0;0;0;0;0;0
org::eclipse::pde::internal::ui::ShowErrorInStackTraceConsoleAction;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::AbstractFoldingStructureProvider;0;551.129; 0.0783366 ; 0.0164957 ; 0.153718 ; 0.0351456
org::eclipse::pde::internal::ui::wizards::WizardElement;0;772.707; 0.0039873 ; 0.0182666 ; 0.200465 ; 0.0345265
org::eclipse::pde::internal::ui::editor::text::ArgumentRule;0;176.682;2.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::correction::RemoveLazyLoadingDirectiveResolution;0;176.682;3.49E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::views::dependencies::HistoryListDialog;0;7.696; 0.00493297 ; 0.0241109 ; 0.219763 ; 0.0446766
org::eclipse::pde::internal::ui::tests::macro::RecordAction;0;468.802; 0.00460385 ; 0.0163329 ; 0.13759 ; 0.0373153
org::eclipse::pde::internal::ui::tests::macro::CommandTarget;0;468.802; 0.0046428 ; 0.0163329 ; 0.13759 ; 0.0373153
org::eclipse::pde::internal::ui::search::PreviewReferenceAction;0;641.569; 0.00371068 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::editor::target::ContentPage;0;621.176; 0.00809812 ; 0.0238409 ; 0.189499 ; 0.0536155
org::eclipse::pde::internal::ui::wizards::extension::BaseExtensionPointMainPage;0;254.544; 0.260607 ; 0.0626625 ; 0.663793 ; 0.113747
org::eclipse::pde::internal::ui::wizards::exports::JNLPTab;0;593.615; 0.0366829 ; 0.0162593 ; 0.160634 ; 0.0344716
org::eclipse::pde::internal::core::plugin::WorkspaceExtensionsModel;2;135.775; 0.0187758 ; 0.0311606 ; 0.35167 ; 0.0483466
org::eclipse::pde::internal::ui::editor::text::XMLPartitionScanner;0;791.219; 0.00353889 ; 0.018332 ; 0.204045 ; 0.0344528
org::eclipse::pde::internal::ui::nls::ModelChangeFile;0;582.082; 0.00710629 ; 0.0158238 ; 0.156835 ; 0.0343625
org::eclipse::pde::internal::core::builders::FragmentErrorReporter;0;319.695; 0.00109674 ; 0.0118187 ; 0.0949903 ; 0.0312002
org::eclipse::pde::internal::ui::correction::UpdateClasspathResolution;0;517.653; 0.00595518 ; 0.0165867 ; 0.148103 ; 0.0332087
org::eclipse::pde::internal::ui::editor::plugin::DependencyAnalysisSection;1;203.477; 0.051409 ; 0.0420564 ; 0.515244 ; 0.0498127
org::eclipse::pde::internal::core::AbstractModel;0;168.267; 0.0600861 ; 0.0387867 ; 0.438454 ; 0.0532943
org::eclipse::pde::internal::ui::editor::context::ManifestDocumentSetupParticipant;0;644.121; 0.00723742 ; 0.0169367 ; 0.172314 ; 0.034547
org::eclipse::pde::internal::core::PDEState;3;382.013; 0.532839 ; 0.0947053 ;101.253; 0.152349
org::eclipse::pde::internal::ui::editor::plugin::BlankQuery;0;382.133; 0.00219679 ; 0.0132583 ; 0.110934 ; 0.0342712
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSMasterTreeSection;0;171.691; 0.23486 ; 0.0513953 ; 0.48637 ; 0.0792696
org::eclipse::pde::internal::ui::correction::UpdateActivationResolution;0;176.682; 0.00182075 ; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::P2Utils;7;103.631; 0.464042 ; 0.162985 ;437.129; 0.404081
org::eclipse::pde::internal::core::feature::FeatureObject;0;140.049; 0.017553 ; 0.0337458 ; 0.367681 ; 0.0538737
org::eclipse::pde::internal::core::schema::StorageSchemaDescriptor;0;642.599; 0.00458586 ; 0.0158461 ; 0.168539 ; 0.0313813
org::eclipse::pde::internal::ui::editor::product::FeatureSection;1;196.259; 0.190629 ; 0.0397183 ; 0.494429 ; 0.0454563
org::eclipse::pde::internal::ui::editor::PDEHyperlinkDetector;0;400.609; 0.00439492 ; 0.021282 ; 0.135862 ; 0.0672337
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSParam;0;612.275; 0.00579066 ; 0.020705 ; 0.179163 ; 0.04143
org::eclipse::pde::internal::ui::editor::MultiSourceEditor;0;946.033; 0.00835223 ; 0.0199558 ; 0.238005 ; 0.0344704
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerWizard;0;477.474; 0.0309155 ; 0.0178482 ; 0.143885 ; 0.0409946
org::eclipse::pde::internal::ui::editor::context::InputContext;0;225.908; 0.100048 ; 0.0485959 ; 0.577493 ; 0.0625091
org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpDescriptionDetails;0;0;0;0;0;0
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSDescription;0;441.258; 0.0146691 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::ui::commands::CommandComposerDialog;0;126.552; 0.0704934 ; 0.0494605 ; 0.381441 ; 0.118216
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContextManager;0;0;0;0;0;0
org::eclipse::pde::internal::ui::editor::schema::NewReferenceAction;0;862.632; 0.0111728 ; 0.0193103 ; 0.220689 ; 0.0345061
org::eclipse::pde::internal::core::builders::PDEBuilderHelper;0;300.184; 0.0124609 ; 0.0144217 ; 0.0987309 ; 0.0415261
org::eclipse::pde::internal::ui::build::FeatureExportJob;0;164.861; 0.18421 ; 0.0368685 ; 0.426508 ; 0.0481895
org::eclipse::pde::internal::ui::editor::site::DescriptionSection;0;155.993; 0.0942299 ; 0.0644457 ; 0.460971 ; 0.132967
org::eclipse::pde::internal::ui::editor::site::SiteEditorContributor;0;561.911; 0.00277289 ; 0.00791609 ; 0.131568 ;7.71E+01
org::eclipse::pde::internal::ui::preferences::CompilersPreferencePage;0;157.601; 0.0808176 ; 0.0419628 ; 0.420319 ; 0.0881056
org::eclipse::pde::internal::ui::editor::schema::AbstractSchemaDetails;0;150.607; 0.0872602 ; 0.0369317 ; 0.40016 ; 0.0519749
org::eclipse::pde::internal::ui::wizards::exports::AbstractExportWizardPage;0;443.166; 0.00678225 ; 0.0140646 ; 0.125048 ; 0.0342961
org::eclipse::pde::internal::ui::wizards::PluginSelectionDialog;0;166.715; 0.0666542 ; 0.0507709 ; 0.460028 ; 0.113029
org::eclipse::pde::internal::ui::editor::plugin::PluginFoldingStructureProvider;0;547.181; 0.068983 ; 0.0187925 ; 0.159603 ; 0.0434048
org::eclipse::pde::internal::ui::templates::ide::HelloWorldTemplate;0;156.044; 0.00881275 ; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::core::product::IntroInfo;0;319.311; 0.00111465 ; 0.0115453 ; 0.0938707 ; 0.0310536
org::eclipse::pde::internal::ui::templates::PDETemplateSection;0;851.529; 0.0134104 ; 0.0252703 ; 0.240457 ; 0.0393265
org::eclipse::pde::internal::ui::editor::text::ChangeAwareSourceViewerConfiguration;0;122.306; 0.0636154 ; 0.0373907 ; 0.341364 ; 0.0856906
org::eclipse::pde::internal::core::ant::ExportBuildListener;0;319.695;4.35E+01; 0.0118187 ; 0.0949903 ; 0.0312002
org::eclipse::ui::internal::views::log::Activator;0;299.178; 0.00142169 ; 0.0147972 ; 0.0994126 ; 0.0438154
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSCommand;0;574.856; 0.0385455 ; 0.0236199 ; 0.179606 ; 0.0567925
org::eclipse::pde::ui::templates::NewPluginTemplateWizard;0;598.276; 0.00231681 ; 0.0158814 ; 0.159804 ; 0.0344317
org::eclipse::pde::internal::ui::editor::toc::TocContentProvider;0;433.338; 0.0183949 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::ui::editor::target::OpenTargetProfileAction;0;280.367; 0.00183331 ; 0.0118505 ; 0.0871299 ; 0.0342397
org::eclipse::pde::internal::runtime::spy::sections::ActivePartSection;0;582.803; 0.0377449 ; 0.0339965 ; 0.203738 ; 0.111609
org::eclipse::pde::internal::ui::editor::contentassist::XMLCompletionProposal;2;154.536; 0.291638 ; 0.0489108 ; 0.439562 ; 0.0978128
org::eclipse::pde::ui::launcher::ConfigurationTab;0;113.416; 0.0701744 ; 0.0720093 ; 0.397004 ; 0.188507
org::eclipse::pde::internal::ui::wizards::exports::JARSigningTab;0;593.615; 0.0478807 ; 0.0162593 ; 0.160634 ; 0.0344716
org::eclipse::pde::internal::ui::views::plugins::PluginsDragAdapter;0;176.682;5.99E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::tests::macro::MacroCommand;0;418.914; 0.00642282 ; 0.0123097 ; 0.11457 ; 0.0309872
org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizardPage;0;186.835; 0.0839289 ; 0.0500737 ; 0.497542 ; 0.104534
org::eclipse::pde::internal::ui::parts::SharedPart;0;747.927; 0.00369319 ; 0.0178894 ; 0.194515 ; 0.0345277
org::eclipse::pde::internal::core::builders::ManifestConsistencyChecker;3;192.408; 0.199267 ; 0.0515753 ; 0.525815 ; 0.0758459
org::eclipse::pde::internal::core::plugin::AbstractExtensionsModel;0;191.282; 0.021781 ; 0.0483091 ; 0.511397 ; 0.0728782
org::eclipse::pde::internal::ui::editor::contentassist::XMLContentAssistText;0;176.682;7.48E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSPreviewAction;0;176.682;7.73E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::plugin::AbbreviatedPluginModel;0;177.712;7.40E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::ui::launcher::AbstractPDELaunchConfiguration;2;218.778; 0.149945 ; 0.0582096 ; 0.595141 ; 0.0896118
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSOnCompletion;0;441.258; 0.0143539 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::core::text::bundle::BundleLocalizationHeader;0;330.831; 0.0033968 ; 0.0116346 ; 0.0962807 ; 0.0310383
org::eclipse::pde::internal::core::feature::FeatureChild;0;11.181; 0.0612098 ; 0.0210766 ; 0.273962 ; 0.0314436
org::eclipse::pde::internal::ui::search::FindPluginReferencesAction;0;952.583; 0.00991359 ; 0.0245704 ; 0.254915 ; 0.0427105
org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCategoryNameDialog;0;316.218; 0.0204268 ; 0.0265681 ; 0.126981 ; 0.0999179
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSSubItem;0;441.258; 0.0222216 ; 0.0185832 ; 0.138856 ; 0.0463837
org::eclipse::pde::internal::core::ExternalFeatureModelManager;2;994.289; 0.0211387 ; 0.0213199 ; 0.2527 ; 0.0325755
org::eclipse::pde::internal::ui::editor::toc::TocHTMLTitleUtil;0;306.228; 0.00724141 ; 0.0144289 ; 0.099834 ; 0.0411384
org::eclipse::pde::internal::ui::launcher::JUnitProgramBlock;0;883.054; 0.0162402 ; 0.0268944 ; 0.249487 ; 0.0499931
org::eclipse::pde::internal::ui::preferences::OSGiFrameworkPreferencePage;2;83.733; 0.00731586 ; 0.0295396 ; 0.248802 ; 0.0597077
org::eclipse::pde::internal::ui::editor::build::BuildContentsSection;0;124.038; 0.066557 ; 0.0272895 ; 0.317891 ; 0.0400212
org::eclipse::pde::ui::launcher::AbstractLauncherTab;0;70.311; 0.0277501 ; 0.0208561 ; 0.196161 ; 0.0413072
org::eclipse::pde::internal::ui::editor::product::ConfigurationSection;0;171.585; 0.136505 ; 0.0498024 ; 0.466646 ; 0.115743
org::eclipse::pde::internal::ui::search::SearchResult;0;121.593; 0.0118685 ; 0.0291708 ; 0.317973 ; 0.05031
org::eclipse::pde::internal::ui::templates::ide::EditorTemplate;0;595.836; 0.0127673 ; 0.0220027 ; 0.179524 ; 0.0480746
org::eclipse::pde::internal::ui::editor::site::CategorySection;0;195.813; 0.0909775 ; 0.0400437 ; 0.492669 ; 0.0535802
org::eclipse::pde::internal::ui::wizards::toc::TocWizardPage;0;433.338; 0.0301244 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::ui::samples::ShowTargetPlatformAction;0;176.682;2.49E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::templates::ide::ImportWizardTemplate;0;284.822; 0.0195522 ; 0.0137564 ; 0.0939435 ; 0.0397209
org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCSFileWizard;0;176.682;6.24E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::toc::TocEditor;0;816.874; 0.116717 ; 0.0467862 ; 0.282248 ; 0.147652
org::eclipse::pde::internal::ui::editor::site::ArchivePage;0;139.202; 0.014265 ; 0.0297237 ; 0.353593 ; 0.0430774
org::eclipse::pde::internal::ui::editor::feature::FeatureDependenciesPage;0;120.347; 0.0153123 ; 0.0273489 ; 0.310315 ; 0.0432495
org::eclipse::pde::internal::ui::wizards::exports::AbstractExportTab;1;443.166; 0.0191029 ; 0.0140646 ; 0.125048 ; 0.0342961
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpTopic;0;0;0;0;0;0
org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizardPage;0;31.028; 0.0266958 ; 0.0151333 ; 0.102465 ; 0.0443372
org::eclipse::pde::internal::core::plugin::PluginReference;0;110.408; 0.0176222 ; 0.0282177 ; 0.295952 ; 0.044071
org::eclipse::pde::internal::core::target::TargetJRE;1;319.695; 0.00412058 ; 0.0118187 ; 0.0949903 ; 0.0312002
org::eclipse::pde::internal::ui::compare::ManifestStructureCreator;0;117.134; 0.0994137 ; 0.0307243 ; 0.316857 ; 0.0485117
org::eclipse::pde::internal::core::SourceLocationKey;1;0;0;0;0;0
org::eclipse::pde::internal::core::text::plugin::PluginExtensionPointNode;2;109.599; 0.0265162 ; 0.0313406 ; 0.304141 ; 0.053749
org::eclipse::pde::internal::core::plugin::ExternalFragmentModel;0;916.954; 0.00276277 ; 0.0255005 ; 0.250493 ; 0.0490981
org::eclipse::pde::internal::ui::preferences::PDEPreferencesUtil;0;805.292; 0.00539774 ; 0.0273475 ; 0.234844 ; 0.0593621
org::eclipse::pde::internal::core::XMLCopyrightHandler;0;472.501; 0.00506363 ; 0.0174237 ; 0.141992 ; 0.0388954
org::eclipse::pde::internal::ui::wizards::plugin::FragmentContentPage;1;213.934; 0.163565 ; 0.0702804 ; 0.598217 ; 0.160057
org::eclipse::pde::internal::core::builders::DefaultSAXParser;0;298.342;9.52E+00; 0.0121054 ; 0.091995 ; 0.0319966
org::eclipse::pde::internal::ui::views::dependencies::StateViewPage;2;656.161; 0.0977287 ; 0.0426901 ; 0.234572 ; 0.124734
org::eclipse::pde::internal::ui::correction::java::QuickFixProcessor;0;48.424; 0.0380014 ; 0.0235928 ; 0.159886 ; 0.0689127
org::eclipse::pde::internal::ui::parts::TablePart;0;747.927; 0.00601947 ; 0.0178894 ; 0.194515 ; 0.0345277
org::eclipse::pde::internal::ui::wizards::tools::ConvertProjectToPluginOperation;0;271.813; 0.00530667 ; 0.0166509 ; 0.0972656 ; 0.0585437
org::eclipse::pde::internal::ui::editor::schema::SchemaElementDetails;0;196.349; 0.0727834 ; 0.0474709 ; 0.520849 ; 0.0610018
org::eclipse::pde::internal::core::text::bundle::ImportPackageHeader;0;961.458; 0.0118821 ; 0.0245645 ; 0.257486 ; 0.0398557
org::eclipse::pde::internal::ui::views::dependencies::HistoryAction;0;176.682;4.24E+00; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::core::bundle::WorkspaceBundlePluginModelBase;0;714.634; 0.00602091 ; 0.0279957 ; 0.218953 ; 0.0674444
org::eclipse::pde::internal::ui::preferences::ManifestSyntaxColorTab;0;390.631; 0.0174294 ; 0.0129506 ; 0.111273 ; 0.0340599
org::eclipse::pde::internal::ui::editor::schema::FilteredSchemaAttributeSelectionDialog;0;234.667; 0.057229 ; 0.0230259 ; 0.100815 ; 0.0906048
org::eclipse::pde::internal::ui::parts::EditableTablePart;0;105.804; 0.0124057 ; 0.0212339 ; 0.2631 ; 0.0344622
org::eclipse::pde::internal::ui::tests::macro::MacroManager;0;568.119; 0.0192486 ; 0.0139209 ; 0.147519 ; 0.0310029
org::eclipse::pde::internal::ui::editor::outline::QuickOutlineMouseMoveListener;0;176.682;8.48E+00; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::launcher::PDEMigrationDelegate;0;305.459; 0.00854559 ; 0.0158218 ; 0.103073 ; 0.0489416
org::eclipse::pde::internal::ui::editor::toc::TocFoldingStructureProvider;0;379.659; 0.0135786 ; 0.0171074 ; 0.122015 ; 0.0463437
org::eclipse::pde::internal::core::text::plugin::PluginDocumentHandler;0;105.825; 0.101182 ; 0.0279053 ; 0.286375 ; 0.0457871
org::eclipse::pde::internal::ui::correction::ChooseManifestClassResolution;0;787.093; 0.00574127 ; 0.0237256 ; 0.221422 ; 0.0448888
org::eclipse::pde::internal::ui::parts::TreePart;0;874.592; 0.00856593 ; 0.020135 ; 0.225924 ; 0.035025
org::eclipse::pde::internal::core::text::plugin::PluginImportNode;0;102.435; 0.0254333 ; 0.0267533 ; 0.27664 ; 0.0424087
org::eclipse::pde::internal::ui::preferences::TargetEnvironmentTab;1;141.924; 0.172599 ; 0.0571511 ; 0.423048 ; 0.141875
org::eclipse::pde::internal::core::plugin::PluginBase;0;256.709; 0.0898641 ; 0.0594045 ; 0.667679 ; 0.0892959
org::eclipse::ui::internal::views::log::OpenLogDialog;0;299.199; 0.0278326 ; 0.0602148 ; 0.202979 ; 0.135636
org::eclipse::ui::internal::views::log::EventDetailsDialog;0;948.112; 0.208214 ; 0.112639 ; 0.457951 ; 0.30749
org::eclipse::pde::internal::ui::editor::product::WindowImagesSection;0;182.694; 0.144068 ; 0.0411254 ; 0.471438 ; 0.06048
org::eclipse::pde::internal::ui::wizards::extension::NewExtensionWizard;0;969.581; 0.0192702 ; 0.0202675 ; 0.24347 ; 0.0344825
org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposalListener;0;176.682;3.24E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContext;0;0;0;0;0;0
org::eclipse::pde::ui::launcher::EclipseLauncherTabGroup;0;578.633; 0.00900236 ; 0.0284999 ; 0.189271 ; 0.0874103
org::eclipse::pde::internal::ui::editor::contentassist::TypeFieldAssistDisposer;0;176.682;3.74E+01; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSDetails;0;11.695; 0.0455483 ; 0.0346945 ; 0.329872 ; 0.0547592
org::eclipse::pde::internal::core::TargetPlatformHelper;5;17.978; 0.318076 ; 0.130902 ; 0.682371 ; 0.312836
org::eclipse::pde::ui::launcher::OSGiLauncherTabGroup;1;176.682;4.24E+00; 0.0100966 ; 0.0617154 ; 0.0339284
org::eclipse::pde::internal::ui::wizards::cheatsheet::BaseCSCreationOperation;0;621.176; 0.00545945 ; 0.0238409 ; 0.189499 ; 0.0536155
org::eclipse::pde::internal::ui::templates::ide::PropertyPageNewWizard;0;156.044;4.99E+01; 0.00803114 ; 0.0525856 ; 0.0247077
org::eclipse::pde::internal::ui::editor::text::SourceInformationProvider;0;317.095; 0.00990829 ; 0.0131168 ; 0.0982862 ; 0.0354147
org::eclipse::pde::internal::ui::wizards::plugin::PluginFieldData;0;983.397; 0.0324253 ; 0.0336628 ; 0.277706 ; 0.0945328
org::eclipse::pde::internal::ui::editor::toc::actions::TocAddTopicAction;0;433.338; 0.0102273 ; 0.0185353 ; 0.13686 ; 0.0475072
org::eclipse::pde::internal::runtime::registry::DiagnosticsDialog;0;177.712;2.34E+01; 0.00961856 ; 0.0609203 ; 0.0309529
org::eclipse::pde::ui::templates::AbstractTemplateSection;0;214.383; 0.140377 ; 0.0565068 ; 0.574608 ; 0.104791
org::eclipse::pde::internal::core::text::toc::TocModel;0;371.677; 0.00956618 ; 0.0160982 ; 0.117977 ; 0.0417074
org::eclipse::pde::internal::ui::editor::schema::SchemaElementReferenceDetails;0;14.266; 0.0339881 ; 0.0363816 ; 0.383392 ; 0.0529748
org::eclipse::pde::internal::ui::editor::toc::details::TocAbstractDetails;0;502.919; 0.0529186 ; 0.0210204 ; 0.157739 ; 0.0521834
org::eclipse::pde::internal::ui::wizards::ResizableWizardDialog;0;641.569; 0.00258632 ; 0.0163241 ; 0.169334 ; 0.0343568
org::eclipse::pde::internal::ui::editor::plugin::ManifestEditorContributor;0;933.201; 0.0153196 ; 0.0209169 ; 0.239563 ; 0.0349649
org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizard;2;124.237; 0.0545185 ; 0.0243526 ; 0.308169 ; 0.0351955
org::eclipse::pde::internal::ui::wizards::exports::ProductExportWizardPage;3;212.282; 0.240194 ; 0.0568997 ; 0.5632 ; 0.12549
org::eclipse::pde::internal::core::feature::ExternalFeatureModel;0;599.307; 0.0102301 ; 0.0154034 ; 0.159009 ; 0.0314562
org::eclipse::pde::internal::ui::editor::feature::FeatureSourcePage;0;864.184; 0.0109035 ; 0.0232514 ; 0.233794 ; 0.0425382
org::eclipse::pde::internal::ui::editor::toc::TocPage;0;502.919; 0.0571699 ; 0.0210204 ; 0.157739 ; 0.0521834
org::eclipse::pde::internal::ui::samples::SampleEditor;0;613.795; 0.0104981 ; 0.0171986 ; 0.167716 ; 0.0351556
org::eclipse::pde::internal::ui::editor::SourceViewerConfigurationFactory;1;303.348; 0.00301977 ; 0.0123421 ; 0.0931244 ; 0.0344258
org::eclipse::pde::internal::ui::search::PluginSearchActionGroup;0;164.202; 0.038333 ; 0.043035 ; 0.44382 ; 0.0678992
org::eclipse::pde::internal::ui::correction::java::FindClassResolutionsOperation;0;138.451; 0.00119187 ; 0.00833719 ; 0.0492619 ; 0.0290675
